date,country,location,number,description,line
08/21/2016,Syria,Dayr Az Zawr,3,strikes struck three ISIL wellheads and three crude oil collection points and destroyed a pump jack.,"- Near Dayr Az Zawr, three strikes struck three ISIL wellheads and three crude oil collection points and destroyed a pump jack."
08/21/2016,Syria,Manbij,9,"strikes struck eight separate ISIL tactical units and destroyed two fighting positions, a vehicle, an artillery system, a supply cache, and a rocket launcher.","- Near Manbij, nine strikes struck eight separate ISIL tactical units and destroyed two fighting positions, a vehicle, an artillery system, a supply cache, and a rocket launcher."
08/21/2016,Syria,Mar’a,1,strike destroyed an ISIL fighting position and five improvised explosive devices and damaged two fighting positions.,"- Near Mar’a, one strike destroyed an ISIL fighting position and five improvised explosive devices and damaged two fighting positions."
08/21/2016,Syria,Tamakh,1,strike destroyed an ISIL vehicle and a tactical vehicle.,"- Near Tamakh, one strike destroyed an ISIL vehicle and a tactical vehicle."
08/21/2016,Iraq,Bashir,1,strike suppressed an ISIL tactical unit.,"- Near Bashir, one strike suppressed an ISIL tactical unit."
08/21/2016,Iraq,Hit,1,strike struck an ISIL tactical unit and destroyed a fighting position.,"- Near Hit, one strike struck an ISIL tactical unit and destroyed a fighting position."
08/21/2016,Iraq,Mosul,2,strikes struck two separate ISIL tactical units and destroyed a fighting position and a vehicle.,"- Near Mosul, two strikes struck two separate ISIL tactical units and destroyed a fighting position and a vehicle."
08/21/2016,Iraq,Qayyarah,1,"strike destroyed two ISIL fighting positions, two rocket rails, two rocket systems, and two vehicle-borne improvised explosive device storage facilities and denied access to terrain.","- Near Qayyarah, one strike destroyed two ISIL fighting positions, two rocket rails, two rocket systems, and two vehicle-borne improvised explosive device storage facilities and denied access to terrain."
08/21/2016,Iraq,Ramadi,1,strike destroyed two ISIL vehicles.,"- Near Ramadi, one strike destroyed two ISIL vehicles."
08/21/2016,Iraq,Tal Afar,2,strikes destroyed an ISIL vehicle checkpoint and a vehicle and suppressed two mortar positions.,"- Near Tal Afar, two strikes destroyed an ISIL vehicle checkpoint and a vehicle and suppressed two mortar positions."
08/20/2016,Syria,Near Abu Kamal,2,strikes destroyed an ISIL oil workover rig and five ISIL oil tankers.,"- Near Near Abu Kamal, two strikes destroyed an ISIL oil workover rig and five ISIL oil tankers."
08/20/2016,Syria,Ar Raqqah,1,strike destroyed an ISIL oil crane and an ISIL oil tanker.,"- Near Ar Raqqah, one strike destroyed an ISIL oil crane and an ISIL oil tanker."
08/20/2016,Syria,Dayr Az Zawr,1,strike destroyed two ISIL pump jacks.,"- Near Dayr Az Zawr, one strike destroyed two ISIL pump jacks."
08/20/2016,Syria,Manbij,6,strikes struck six separate ISIL tactical units and destroyed two ISIL fighting positions and an ISIL vehicle.,"- Near Manbij, six strikes struck six separate ISIL tactical units and destroyed two ISIL fighting positions and an ISIL vehicle."
08/20/2016,Syria,Mar’a,9,"strikes struck five separate ISIL tactical units and destroyed three ISIL fighting positions, an ISIL","- Near Mar’a, nine strikes struck five separate ISIL tactical units and destroyed three ISIL fighting positions, an ISIL"
08/20/2016,Iraq,Al Baghdadi,1,strike struck an ISIL tactical unit and destroyed an ISIL vehicle.,"- Near Al Baghdadi, one strike struck an ISIL tactical unit and destroyed an ISIL vehicle."
08/20/2016,Iraq,Kisik,2,strikes struck an ISIL tactical unit and destroyed an ISIL fighting position and suppressed two ISIL mortar firing positions.,"- Near Kisik, two strikes struck an ISIL tactical unit and destroyed an ISIL fighting position and suppressed two ISIL mortar firing positions."
08/20/2016,Iraq,Mosul,2,strikes struck an ISIL beddown location and destroyed 39 ISIL oil tanker trucks and two ISIL vehicles.,"-  Near Mosul, two strikes struck an ISIL beddown location and destroyed 39 ISIL oil tanker trucks and two ISIL vehicles."
08/20/2016,Iraq,Qayyarah,1,"strike destroyed two ISIL mortar systems, five ISIL assembly areas, an ISIL bulldozer, two ISIL rocket rails, an ISIL rocket system and suppressed an ISIL mortar firing position and an ISIL tactical unit.","- Near Qayyarah, one strike destroyed two ISIL mortar systems, five ISIL assembly areas, an ISIL bulldozer, two ISIL rocket rails, an ISIL rocket system and suppressed an ISIL mortar firing position and an ISIL tactical unit."
08/20/2016,Iraq,Ramadi,1,strike struck an ISIL tactical unit and destroyed and ISIL mortar system.,"- Near Ramadi, one strike struck an ISIL tactical unit and destroyed and ISIL mortar system."
08/20/2016,Iraq,Sinjar,1,strike struck an ISIL tactical unit and destroyed an ISIL assembly area.,"- Near Sinjar, one strike struck an ISIL tactical unit and destroyed an ISIL assembly area."
08/20/2016,Iraq,Sultan Abdallah,1,strike struck an ISIL tactical unit.,"- Near Sultan Abdallah, one strike struck an ISIL tactical unit."
08/19/2016,Syria,Abu Kamal,2,"strikes destroyed two ISIL pump jacks, two ISIL oil tanker trucks, two ISIL oil tanks, and two ISIL wellheads.","- Near Abu Kamal, two strikes destroyed two ISIL pump jacks, two ISIL oil tanker trucks, two ISIL oil tanks, and two ISIL wellheads."
08/19/2016,Syria,Dayr Az Zawr,2,strikes destroyed six ISIL oil tanker trucks and two ISIL wellheads.,"- Near Dayr Az Zawr, two strikes destroyed six ISIL oil tanker trucks and two ISIL wellheads."
08/19/2016,Syria,Manbij,4,"strikes struck two ISIL tactical units and destroyed five ISIL fighting positions, and an ISIL tactical vehicle and suppressed two ISIL tactical units.","- Near Manbij, four strikes struck two ISIL tactical units and destroyed five ISIL fighting positions, and an ISIL tactical vehicle and suppressed two ISIL tactical units."
08/19/2016,Iraq,Albu Hayat,1,strike destroyed two ISIL communication towers.,"- Near Albu Hayat, one strike destroyed two ISIL communication towers."
08/19/2016,Iraq,Mosul,3,"strikes struck an ISIL tactical unit, an ISIL finance storage center, and an ISIL finance distribution center and destroyed three ISIL fighting positions, two ISIL vehicle borne improvised explosive devices, two ISIL mortar systems, four ISIL assembly areas, and an ISIL tunnel and suppressed an ISIL tactical unit and denied ISIL access to terrain.","- Near Mosul, three strikes struck an ISIL tactical unit, an ISIL finance storage center, and an ISIL finance distribution center and destroyed three ISIL fighting positions, two ISIL vehicle borne improvised explosive devices, two ISIL mortar systems, four ISIL assembly areas, and an ISIL tunnel and suppressed an ISIL tactical unit and denied ISIL access to terrain."
08/19/2016,Iraq,Sinjar,1,strike struck an ISIL tactical unit and destroyed an ISIL fighting position.,"- Near Sinjar, one strike struck an ISIL tactical unit and destroyed an ISIL fighting position."
08/19/2016,Iraq,Sultan Abdallah,1,strike struck an ISIL tactical unit.,"- Near Sultan Abdallah, one strike struck an ISIL tactical unit."
08/18/2016,Syria,Abu Kamal,1,strike struck an ISIL oil wellhead.,"- Near Abu Kamal, one strike struck an ISIL oil wellhead."
08/18/2016,Syria,Ar Raqqah,1,strike struck two separate ISIL tactical units and destroyed an ISIL vehicle.,"- Near Ar Raqqah, one strike struck two separate ISIL tactical units and destroyed an ISIL vehicle."
08/18/2016,Syria,Dayr Az Zawr,2,strikes struck an ISIL tactical unit and destroyed two ISIL oil wellheads and three ISIL vehicles.,"- Near Dayr Az Zawr, two strikes struck an ISIL tactical unit and destroyed two ISIL oil wellheads and three ISIL vehicles."
08/18/2016,Syria,Manbij,3,strikes destroyed two ISIL artillery systems and an ISIL vehicle.,"- Near Manbij, three strikes destroyed two ISIL artillery systems and an ISIL vehicle."
08/18/2016,Syria,Mar’a,6,"strikes struck five separate ISIL tactical units and destroyed two ISIL fighting positions, an ISIL vehicle, an ISIL mortar system, and an ISIL command and control 	node.","- Near Mar’a, six strikes struck five separate ISIL tactical units and destroyed two ISIL fighting positions, an ISIL vehicle, an ISIL mortar system, and an ISIL command and control 	node."
08/18/2016,Syria,Tal Abyad,1,strike struck a large ISIL tactical unit and destroyed four ISIL fighting positions and an ISIL propaganda billboard.,"- Near Tal Abyad, one strike struck a large ISIL tactical unit and destroyed four ISIL fighting positions and an ISIL propaganda billboard."
08/18/2016,Iraq,Mosul,4,"strikes struck three ISIL tactical units and destroyed 38 ISIL oil tanker trucks, five ISIL vehicles, and six ISIL assembly areas and denied ISIL access to terrain.","- Near Mosul, four strikes struck three ISIL tactical units and destroyed 38 ISIL oil tanker trucks, five ISIL vehicles, and six ISIL assembly areas and denied ISIL access to terrain."
08/18/2016,Iraq,Ramadi,1,strike destroyed two ISIL vehicles and an ISIL shelter.,"- Near Ramadi, one strike destroyed two ISIL vehicles and an ISIL shelter."
08/16/2016,Syria,Ar Raqqah,1,strike destroyed 10 ISIL oil tankers.,"- Near Ar Raqqah, one strike destroyed 10 ISIL oil tankers."
08/16/2016,Syria,Manbij,3,strikes struck three separate ISIL tactical units and destroyed six ISIL fighting positions and an ISIL mortar system.,"- Near Manbij, three strikes struck three separate ISIL tactical units and destroyed six ISIL fighting positions and an ISIL mortar system."
08/16/2016,Syria,Mar’a,10,"strikes struck seven separate ISIL tactical units and an ISIL headquarters and destroyed nine ISIL fighting positions, an ISIL heavy machine gun, an ISIL rocket propelled grenade system, and an ISIL weapons cache.","- Near Mar’a, 10 strikes struck seven separate ISIL tactical units and an ISIL headquarters and destroyed nine ISIL fighting positions, an ISIL heavy machine gun, an ISIL rocket propelled grenade system, and an ISIL weapons cache."
08/16/2016,Iraq,Hit,2,"strikes struck an ISIL tactical unit and destroyed an ISIL fighting position, an ISIL weapons cache, and an ISIL mortar system.","- Near Hit, two strikes struck an ISIL tactical unit and destroyed an ISIL fighting position, an ISIL weapons cache, and an ISIL mortar system."
08/16/2016,Iraq,Mosul,1,strike produced inconclusive results.,"- Near Mosul, one strike produced inconclusive results."
08/16/2016,Iraq,Qayyarah,2,strikes struck an ISIL tactical unit and destroyed an ISIL mortar system and degraded an ISIL tunnel.,"- Near Qayyarah, two strikes struck an ISIL tactical unit and destroyed an ISIL mortar system and degraded an ISIL tunnel."
08/16/2016,Iraq,Ramadi,1,strike destroyed an ISIL mortar system and damaged an ISIL fighting position.,"- Near Ramadi, one strike destroyed an ISIL mortar system and damaged an ISIL fighting position."
08/16/2016,Iraq,Sultan Abdallah,1,"strike struck an ISIL tactical unit and destroyed four ISIL assembly areas, two ISIL heavy machine guns, five ISIL fighting positions, three ISIL mortar systems, and an ISIL vehicle and suppressed an ISIL tactical unit.","- Near Sultan Abdallah, one strike struck an ISIL tactical unit and destroyed four ISIL assembly areas, two ISIL heavy machine guns, five ISIL fighting positions, three ISIL mortar systems, and an ISIL vehicle and suppressed an ISIL tactical unit."
08/15/2016,Syria,Albu Kamal,1,strike destroyed an ISIL oil wellhead and an ISIL-used oil equipment.,"- Near Albu Kamal, one strike destroyed an ISIL oil wellhead and an ISIL-used oil equipment."
08/15/2016,Syria,Ayn Isa,2,strikes struck an ISIL staging area and an ISIL weapons storage facility.,"- Near Ayn Isa, two strikes struck an ISIL staging area and an ISIL weapons storage facility."
08/15/2016,Syria,Mar’a,2,strikes destroyed an ISIL fighting position and damaged four separate ISIL fighting positions.,"- Near Mar’a, two strikes destroyed an ISIL fighting position and damaged four separate ISIL fighting positions."
08/15/2016,Syria,Tal Abyad,2,strikes struck an ISIL tactical unit and destroyed four ISIL vehicles.,"- Near Tal Abyad, two strikes struck an ISIL tactical unit and destroyed four ISIL vehicles."
08/15/2016,Iraq,Mosul,3,"strikes struck two separate ISIL tactical units and an ISIL improvised explosive device assembly area and destroyed an ISIL vehicle, six ISIL assembly areas, two ISIL command and control nodes, and one ISIL vehicle borne IED and suppressed an ISIL heavy machine gun position and denied ISIL access to terrain.","- Near Mosul, three strikes struck two separate ISIL tactical units and an ISIL improvised explosive device assembly area and destroyed an ISIL vehicle, six ISIL assembly areas, two ISIL command and control nodes, and one ISIL vehicle borne IED and suppressed an ISIL heavy machine gun position and denied ISIL access to terrain."
08/15/2016,Iraq,Qayyarah,2,"strikes struck a large ISIL tactical unit and destroyed two ISIL vehicles, five ISIL fighting positions, an ISIL mortar system, an ISIL rocket rail, four ISIL rocket systems, three ISIL assembly areas, an ISIL command and control node, and an ISIL heavy machine gun and disabled an ISIL VBIED and denied ISIL access to terrain.","- Near Qayyarah, two strikes struck a large ISIL tactical unit and destroyed two ISIL vehicles, five ISIL fighting positions, an ISIL mortar system, an ISIL rocket rail, four ISIL rocket systems, three ISIL assembly areas, an ISIL command and control node, and an ISIL heavy machine gun and disabled an ISIL VBIED and denied ISIL access to terrain."
08/15/2016,Iraq,Sinjar,1,strike struck an ISIL tactical unit and destroyed an ISIL fighting position.,"- Near Sinjar, one strike struck an ISIL tactical unit and destroyed an ISIL fighting position."
